Delta ID,Latitude,Longitude,Tidal range (m),Permafrost classification with ice content,Distance to nearest community (m),Canadian geographic name,Language spoken,Name of region in original language,Community type,Province
A12_X244,76.641117,-96.309316,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),220944.2876,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X245,76.808776,-96.315065,1.1,Continuous permafrost with medium to low ground ice content (10% to <10%),239347.5673,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X246,76.752086,-96.30414,1.32,Continuous permafrost with medium to low ground ice content (10% to <10%),233076.3834,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X247,76.822287,-96.545257,1,Continuous permafrost with medium to low ground ice content (10% to <10%),241976.2041,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X248,76.871029,-96.729938,1,Continuous permafrost with medium to low ground ice content (10% to <10%),248307.6581,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X249,77.059981,-95.645525,0.76,Continuous permafrost with medium to low ground ice content (10% to <10%),264830.0461,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X250,76.967464,-94.517072,0.92,Continuous permafrost with medium to low ground ice content (10% to <10%),253715.0674,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X251,76.905749,-94.299358,0.95,Continuous permafrost with medium to low ground ice content (10% to <10%),247106.8932,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X252,76.889671,-94.136356,0.95,Continuous permafrost with medium to low ground ice content (10% to <10%),245618.7795,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X253,76.894681,-94.070286,0.95,Continuous permafrost with medium to low ground ice content (10% to <10%),246321.524,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X254,76.896855,-94.036586,0.92,Continuous permafrost with medium to low ground ice content (10% to <10%),246642.3416,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X255,76.819819,-93.449457,1.09,Continuous permafrost with medium to low ground ice content (10% to <10%),240084.6544,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X256,76.794189,-93.380043,1.1,Continuous permafrost with medium to low ground ice content (10% to <10%),237576.2873,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X257,76.744283,-93.196941,1.1,Continuous permafrost with medium to low ground ice content (10% to <10%),233013.621,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X258,76.490583,-93.473872,2.25,Continuous permafrost with medium to low ground ice content (10% to <10%),203831.0965,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X259,76.501906,-93.320717,2.25,Continuous permafrost with medium to low ground ice content (10% to <10%),205890.7454,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X260,76.501965,-91.594014,2.5,Continuous permafrost with medium to low ground ice content (10% to <10%),220648.0131,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X261,76.44689,-91.11078,2.5,Continuous permafrost with medium to low ground ice content (10% to <10%),215074.0114,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_X262,76.320879,-89.793544,3.18,Continuous permafrost with medium to low ground ice content (10% to <10%),181745.0498,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_X263,76.25746,-91.630459,3.92,Continuous permafrost with medium to low ground ice content (10% to <10%),195918.9689,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X264,76.257818,-91.498136,3.92,Continuous permafrost with medium to low ground ice content (10% to <10%),197669.6724,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X265,76.156603,-91.443103,3.92,Continuous permafrost with medium to low ground ice content (10% to <10%),188718.2262,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X266,76.178465,-90.636149,3.91,Continuous permafrost with medium to low ground ice content (10% to <10%),202999.4128,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X267,76.175378,-90.225044,3.92,Continuous permafrost with medium to low ground ice content (10% to <10%),195631.6795,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_X268,76.175029,-90.044772,3.85,Continuous permafrost with medium to low ground ice content (10% to <10%),190925.8609,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_X269,76.16764,-89.858071,3.85,Continuous permafrost with medium to low ground ice content (10% to <10%),186215.3126,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_X270,76.079031,-90.817335,3.91,Continuous permafrost with medium to low ground ice content (10% to <10%),191256.263,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X271,76.066227,-90.895539,3.91,Continuous permafrost with medium to low ground ice content (10% to <10%),188835.7815,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X272,76.020958,-91.069017,3.91,Continuous permafrost with medium to low ground ice content (10% to <10%),181980.5218,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X273,75.920209,-91.112672,2.3,Continuous permafrost with medium ground ice content (10% to 20%),172436.7949,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X274,75.813136,-91.166232,2.3,Continuous permafrost with medium ground ice content (10% to 20%),162400.5699,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X275,75.928562,-90.900921,3.91,Continuous permafrost with medium ground ice content (10% to 20%),176856.9836,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X276,75.953081,-90.716136,3.91,Continuous permafrost with medium ground ice content (10% to 20%),182220.4962,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X277,75.937602,-90.173976,3.91,Continuous permafrost with medium ground ice content (10% to 20%),191142.646,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X278,75.622787,-89.677923,4.08,Continuous permafrost with medium ground ice content (10% to 20%),179941.5208,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X279,75.558002,-89.744267,4.08,Continuous permafrost with medium ground ice content (10% to 20%),174566.4714,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X280,75.444457,-88.985324,4.12,Continuous permafrost with medium ground ice content (10% to 20%),187640.5309,Resolute,Undetermined, ,Hamlet,Nunavut
A12_X281,75.429102,-88.873457,4.12,Continuous permafrost with medium ground ice content (10% to 20%),189857.2571,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI36,75.912964,-107.444831,0.42,Continuous permafrost with medium to low ground ice content (10% to <10%),381425.9727,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI45,75.516791,-89.122714,4.12,Continuous permafrost with medium ground ice content (10% to 20%),187569.1882,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI47,75.658115,-89.239592,4.08,Continuous permafrost with medium ground ice content (10% to 20%),190628.3802,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_LI48,75.789431,-89.78237,3.89,Continuous permafrost with medium ground ice content (10% to 20%),188332.267,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI52,76.452338,-91.469042,2.5,Continuous permafrost with medium to low ground ice content (10% to <10%),217132.8013,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI53,76.510274,-91.001099,2.5,Continuous permafrost with medium to low ground ice content (10% to <10%),211951.3044,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A12_LI57,77.062002,-95.888075,0.76,Continuous permafrost with medium to low ground ice content (10% to <10%),265686.4414,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI60,76.937279,-96.692132,0.75,Continuous permafrost with medium to low ground ice content (10% to <10%),255311.0316,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI69,76.303486,-93.767207,2.22,Continuous permafrost with medium to low ground ice content (10% to <10%),181882.9691,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI74,75.153168,-92.071783,2.39,Continuous permafrost with medium ground ice content (10% to 20%),94957.14458,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI76,74.779513,-92.039172,2.43,Continuous permafrost with medium ground ice content (10% to 20%),82535.68586,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI78,74.828838,-90.932314,2.58,Continuous permafrost with medium ground ice content (10% to 20%),115307.2106,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI80,74.814573,-90.806337,2.63,Continuous permafrost with medium ground ice content (10% to 20%),118838.2673,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI96,75.001921,-96.075415,1.56,Continuous permafrost with medium to low ground ice content (10% to <10%),49899.20167,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI98,74.820556,-95.524917,1.72,Continuous permafrost with medium to low ground ice content (10% to <10%),24716.47058,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI99,74.810513,-95.285537,1.72,Continuous permafrost with medium to low ground ice content (10% to <10%),18531.09808,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI100,75.451273,-96.518451,1.48,Continuous permafrost with medium to low ground ice content (10% to <10%),97309.80255,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI103,75.808385,-94.807967,1.67,Continuous permafrost with medium to low ground ice content (10% to <10%),124184.3046,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI104,75.75958,-94.69058,1.96,Continuous permafrost with medium to low ground ice content (10% to <10%),118800.4304,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI105,75.75076,-94.589499,1.96,Continuous permafrost with medium to low ground ice content (10% to <10%),117947.8858,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI106,75.150956,-98.098457,1.51,Continuous permafrost with medium to low ground ice content (10% to <10%),107673.2019,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI108,75.343651,-98.154827,1.5,Continuous permafrost with medium to low ground ice content (10% to <10%),120152.3059,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI110,75.565348,-97.926596,1.43,Continuous permafrost with medium to low ground ice content (10% to <10%),131489.0565,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI112,75.606579,-97.400857,1.43,Continuous permafrost with medium to low ground ice content (10% to <10%),125476.1921,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI120,76.510524,-98.956099,0.6,Continuous permafrost with medium to low ground ice content (10% to <10%),232604.3676,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI121,76.47166,-98.865353,0.61,Continuous permafrost with medium to low ground ice content (10% to <10%),227668.2913,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI122,76.455898,-98.853708,0.61,Continuous permafrost with medium to low ground ice content (10% to <10%),226009.6578,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI125,76.175861,-99.886162,0.55,Continuous permafrost with medium to low ground ice content (10% to <10%),217702.3866,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI130,75.835719,-101.335321,1.19,Continuous permafrost with medium to low ground ice content (10% to <10%),224163.9254,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI133,75.861963,-102.270649,1.01,Continuous permafrost with medium to low ground ice content (10% to <10%),247802.8443,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI134,75.834654,-102.338191,1.01,Continuous permafrost with medium to low ground ice content (10% to <10%),248026.5546,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI135,75.789227,-102.188422,1.01,Continuous permafrost with medium to low ground ice content (10% to <10%),242076.9834,Resolute,Undetermined, ,Hamlet,Nunavut
A12_LI137,75.617645,-101.054516,1.23,Continuous permafrost with medium to low ground ice content (10% to <10%),205530.4971,Resolute,Undetermined, ,Hamlet,Nunavut
A13_Z1,80.511385,-93.837352,0.39,Continuous permafrost with low ground ice content (<10%),516421.5429,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z2,80.725537,-94.057946,0.39,Continuous permafrost with low ground ice content (<10%),538639.6012,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z3,80.748728,-94.266298,0.39,Continuous permafrost with low ground ice content (<10%),542849.2092,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z4,80.546924,-94.600488,0.39,Continuous permafrost with low ground ice content (<10%),527628.2288,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z5,80.568825,-94.786708,0.37,Continuous permafrost with low ground ice content (<10%),531600.6171,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z6,80.580884,-95.568444,0.37,Continuous permafrost with low ground ice content (<10%),541211.1058,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z7,80.382829,-95.225574,0.37,Continuous permafrost with low ground ice content (<10%),519865.6393,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z8,80.199011,-95.286724,0.36,Continuous permafrost with low ground ice content (<10%),504629.5174,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z9,80.230418,-94.467075,0.36,Continuous permafrost with low ground ice content (<10%),497677.4496,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z10,80.174489,-93.926441,0.36,Continuous permafrost with low ground ice content (<10%),486522.5095,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z11,80.169604,-94.034761,0.36,Continuous permafrost with low ground ice content (<10%),487310.0972,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z12,80.168104,-94.375564,0.36,Continuous permafrost with low ground ice content (<10%),491095.184,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z13,80.162586,-94.43839,0.36,Continuous permafrost with low ground ice content (<10%),491339.8352,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z14,80.042806,-94.597601,0.36,Continuous permafrost with low ground ice content (<10%),482771.6784,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z15,79.985353,-94.324621,0.36,Continuous permafrost with low ground ice content (<10%),474459.0821,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z16,79.993506,-94.475387,0.36,Continuous permafrost with low ground ice content (<10%),477011.2483,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z17,80.019814,-95.060909,0.36,Continuous permafrost with low ground ice content (<10%),486551.1862,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z18,80.051814,-95.706417,0.36,Continuous permafrost with low ground ice content (<10%),497478.1925,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z19,79.641324,-95.345502,0.5,Continuous permafrost with low ground ice content (<10%),459326.064,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z20,79.648195,-95.174421,0.5,Continuous permafrost with low ground ice content (<10%),457459.1561,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z21,79.667525,-94.895545,0.5,Continuous permafrost with low ground ice content (<10%),455139.3227,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z22,79.682461,-94.761885,0.5,Continuous permafrost with low ground ice content (<10%),454527.0922,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z23,79.703277,-94.622537,0.5,Continuous permafrost with low ground ice content (<10%),454354.6001,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z24,79.677384,-94.322292,0.5,Continuous permafrost with low ground ice content (<10%),448191.6672,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z25,79.644189,-94.473523,0.5,Continuous permafrost with low ground ice content (<10%),447469.0124,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z26,79.59816,-94.875622,0.5,Continuous permafrost with low ground ice content (<10%),449263.574,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z27,79.584766,-95.040999,0.5,Continuous permafrost with low ground ice content (<10%),450524.6181,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z28,79.537743,-95.714563,0.51,Continuous permafrost with low ground ice content (<10%),456631.902,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z29,79.477438,-95.670632,0.53,Continuous permafrost with low ground ice content (<10%),451401.4139,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z30,79.464482,-95.669808,0.53,Continuous permafrost with low ground ice content (<10%),450412.051,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z31,79.405645,-95.649139,0.53,Continuous permafrost with low ground ice content (<10%),445691.0792,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z32,79.396622,-95.520317,0.53,Continuous permafrost with low ground ice content (<10%),443050.0192,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z33,79.407268,-95.27045,0.54,Continuous permafrost with low ground ice content (<10%),440069.9334,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z34,79.371461,-95.241334,0.54,Continuous permafrost with low ground ice content (<10%),436915.7243,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z35,79.341559,-95.174801,0.54,Continuous permafrost with low ground ice content (<10%),433647.0529,Grise Fiord,Undetermined, ,Hamlet,Nunavut
A13_Z36,79.391112,-94.483072,0.54,Continuous permafrost with low ground ice content (<10%),427171.8707,Grise Fiord,Undetermined, ,Hamlet,Nunavut
